update,train_loss,valid_loss,valid_ppl,valid_acc
1,4.340393863963258,4.293579240461634,73.22810097949464,0.06645833333333333
250,2.292208155081633,2.3901250553101705,10.914858818752764,0.338125
500,2.381374679165923,2.1802783965288897,8.848769382523455,0.35520833333333335
750,2.109622182857924,2.025669877668125,7.581187712386722,0.396875
1000,2.0023363521707704,1.9346102342693212,6.9213458261605805,0.43604166666666666
1250,1.6214842281112218,1.8336649269724528,6.256775314890358,0.4579166666666667
1500,1.821222648159083,1.809908980484275,6.109891287574857,0.46
