method,loss,ppl,accuracy
stdp_trace,7.598636962288131,1995.4741340962275,0.06473064730647307
btsp_trace,4.66304279649444,105.95800077517757,0.08282082820828209
numpy_lstm,1.8186944568373782,6.163806079785734,0.469375
