method,loss,ppl,accuracy
stdp_trace,5.863860560791089,352.080752849333,0.10446208924178484
btsp_trace,4.786521274875844,119.88360034145776,0.07714154283085661
numpy_lstm,2.279029562691502,9.767197356204829,0.3490234375
