update,train_loss,valid_loss,valid_ppl,valid_acc
1,4.272093198482401,4.242999820059658,69.61637551537889,0.0265625
100,2.7746000106210493,2.9760672561862944,19.61054155680713,0.21640625
200,3.0385962071449715,2.7445961875853606,15.55833001669662,0.293359375
300,2.5663985828438554,2.492532127877312,12.091855513072776,0.329296875
400,2.135051774414657,2.3792354006879735,10.796644600168703,0.33984375
500,2.493281794566077,2.2606459292393675,9.589281163841349,0.3640625
600,2.3058264929780994,2.223266391789402,9.237454787306214,0.36484375
