update,train_loss,valid_loss,valid_ppl,valid_acc
1,4.051257902883166,4.052319776187935,57.5307608572728,0.01875
10,3.9488964017310693,3.9517535564209707,52.02651832710514,0.1625
20,3.7243488505636066,3.7038619018052943,40.60380988777085,0.2
