method,loss,ppl,accuracy
stdp_trace,4.451437065333154,85.75008397391038,0.2534506901380276
btsp_trace,9.961563963413743,21195.919451136968,0.20104020804160833
numpy_lstm,3.6892032911223978,40.012955577973045,0.1921875
