method,seed,delay,train_episodes,test_episodes,hidden_dim,epochs,overall_acc,target_acc,mean_loss,train_time_sec
bptt_rnn,0,12,2000,800,12,24,0.9285714285714286,0.0,0.14116500203423987,27.610846238210797
bptt_rnn,1,12,2000,800,12,24,0.9457142857142857,0.24,0.1417130304108119,27.863483998924494
bptt_rnn,2,12,2000,800,12,24,0.9453571428571429,0.235,0.1289408172304599,27.469423474743962
