method,n,overall_acc_mean,overall_acc_std,target_acc_mean,target_acc_std,loss_mean,train_time_sec_mean
bptt_rnn,3,0.9398809523809524,0.009795962655795572,0.15833333333333333,0.13714347718113803,0.13727294989183722,27.64791790395975
