method,seed,epoch,overall_acc,target_acc,loss
bptt_rnn,2,19,1.0,1.0,0.0007662214807196028
bptt_rnn,2,20,1.0,1.0,0.0005596956192990177
bptt_rnn,2,21,1.0,1.0,0.00045524560849871025
bptt_rnn,2,22,1.0,1.0,0.0003827105387252821
bptt_rnn,2,23,1.0,1.0,0.00032980740265399955
bptt_rnn,2,24,1.0,1.0,0.0002890596400254253
bptt_rnn,2,25,1.0,1.0,0.00025681527099763376
bptt_rnn,2,26,1.0,1.0,0.00023144515874083018
bptt_rnn,2,27,1.0,1.0,0.00021000244248190866
bptt_rnn,2,28,1.0,1.0,0.00019222503823282158
bptt_rnn,2,29,1.0,1.0,0.00017725509663347325
bptt_rnn,2,30,1.0,1.0,0.00016397736036443623
bptt_rnn,2,31,1.0,1.0,0.00015281131354714835
bptt_rnn,2,32,1.0,1.0,0.00014294587821306166
bptt_rnn,2,33,1.0,1.0,0.0001340976876575996
bptt_rnn,2,34,1.0,1.0,0.00012646568505426945
bptt_rnn,2,35,1.0,1.0,0.00011950111205605899
bptt_rnn,2,36,1.0,1.0,0.00011333982050867972
