update,train_loss,valid_loss,valid_ppl,valid_acc
1,7.621145980280026,7.616104283415569,2030.63591868415,0.00927734375
200,5.082443458837911,5.264390661431163,193.32847039586284,0.15234375
400,4.5906630481074355,4.3758628958707515,79.50841744531931,0.25341796875
600,5.221254732461681,4.060287149137147,57.99096074271618,0.25341796875
800,3.8161348318903894,4.104915749558909,60.63763558484812,0.26025390625
1000,4.0772449192887645,3.6026255947353785,36.69445283533331,0.34521484375
