method,loss,ppl,accuracy
stdp_trace,5.863894514892256,352.09270763779017,0.13215203570945488
btsp_trace,5.820676981646531,337.20025476104587,0.08485504305874926
numpy_lstm,3.515211847670332,33.62305013432471,0.318603515625
